,index,question,answer,category,l2_category,meta_info,pid,output,extracted_choice,correct,model,condition,meta_model,Unnamed: 0,qid,answer_type,num_responses,answers,extracted_choices,confidences,mean_accuracy,std_accuracy,mean_confidence,std_confidence,accuracies,subject_agreements,agreement,human_qid,original_question
580,580,"What is the relative position of the man holding a guitar and the woman on stage?
Options: A: The man is behind the woman, B: The man is to the right of the woman, C: The man is to the left of the woman, D: The man is in front of the woman
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/580.jpg'}",580,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
582,582,"What is the object that the man with the uniform is standing in front of?
Options: A: A flag, B: A table, C: A picture, D: A chair
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,single-instance reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/582.jpg'}",582,B,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
588,588,"Which is right?
Options: A: The orange is next to the apple, B: The apple is on the left, C: The orange is on the right, D: All above are not right
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/588.jpg'}",588,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
589,589,"Which property do these four objects have in common?
Options: A: sticky, B: hard, C: stretchy, D: nan
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,cross-instance relation reasoning,"{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/589.jpg'}",589,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
593,593,"What can be the relationship between the two persons in this image?
Options: A: Father and daughter, B: Mother and son, C: Brother and sister, D: Husband and wife
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,instance reasoning,cross-instance relation reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/593.jpg'}",593,c,C,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
597,597,"What is the relationship between the people in the image?
Options: A: commercial, B: professional, C: friends, D: family
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,instance reasoning,cross-instance relation reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/597.jpg'}",597,C,C,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
598,598,"Where is the lamp in the living room?
Options: A: On the coffee table, B: On the windowsill, C: On the end table, D: On the floor
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/598.jpg'}",598,A,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
599,599,"Which two objects are closest to each other?
Options: A: Soccer player and football team, B: Soccer player and coach, C: Football player and politician, D: Football player and coach
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/599.jpg'}",599,D,D,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
614,614,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,single-instance reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/614.jpg'}",614,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
617,617,"What is the most curved beak species?
Options: A: iiki, B: swallow-tanager, C: cliff swallow, D: hawfinch
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,cross-instance relation reasoning,"{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/617.jpg'}",617,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
618,618,"Where is the woman's blue bag located in the image?
Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,single-instance reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/618.jpg'}",618,B,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
623,623,"Which property do these four objects have in common?
Options: A: fragile, B: transparent, C: opaque, D: nan
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,cross-instance relation reasoning,"{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/623.jpg'}",623,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
637,637,"Where is the top of the purple bottle in relation to the man with the guitar?
Options: A: Beside him, B: Above him, C: Below him, D: On his head
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,cross-instance attribute reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/637.jpg'}",637,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
643,643,"Where is the man playing the guitar located on the stage?
Options: A: Left side of the stage, B: Middle of the stage, C: Right side of the stage, D: Behind the microphones
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,single-instance reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/643.jpg'}",643,B,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
652,652,"What is the position of the white couch relative to the glass coffee table?
Options: A: The couch is in front of the coffee table, B: The couch is to the right of the coffee table, C: The couch is to the left of the coffee table, D: The couch is behind the coffee table
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,cross-instance attribute reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/652.jpg'}",652,A,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
667,667,"What is the position of the glass of juice relative to the tangerines?
Options: A: Next to the tangerines, B: Between the tangerines, C: Behind the tangerines, D: Cannot tell
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/667.jpg'}",667,a,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
681,681,"What is the relative position of the man and woman in the image?
Options: A: They are facing each other, B: They are both facing forward, C: They are both facing the camera, D: They are both looking away from the camera
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,cross-instance attribute reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/681.jpg'}",681,A,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
684,684,"What's the profession of the people in this picture?
Options: A: mason, B: plumber, C: pilot, D: police
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/684.jpg'}",684,B,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
685,685,"What's the function of the demonstrated object?
Options: A: Separatist, B: Clamping, C: drill, D: incise
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/685.jpg'}",685,B,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
696,696,"What's the function of the demonstrated object?
Options: A: excavate, B: transport, C: weld, D: Measure the level
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/696.jpg'}",696,A,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
698,698,"What's the function of the demonstrated object?
Options: A: clean, B: measurement, C: Bulldozing, D: Cutting platform
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/698.jpg'}",698,D,D,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
699,699,"What's the function of the demonstrated object?
Options: A: increase passenger capacity and reduce traffic congestion, B: a sanitary facility used for excretion, C: used as decorations., D: watch TV shows
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/699.jpg'}",699,A,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
700,700,"What's the function of the demonstrated object?
Options: A: prepare food and cook meals, B: sleep, C: a sanitary facility used for excretion, D: Play basketball
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/700.jpg'}",700,b,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
703,703,"What's the function of the demonstrated object?
Options: A: display information in pictorial or textual form, B: project images or videos onto a larger surface, C: watch TV shows, D: display digital photos in a slideshow format.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/703.jpg'}",703,A,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
713,713,"What's the profession of the people in this picture?
Options: A: magician, B: financial analyst, C: florist, D: lawyer
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/713.jpg'}",713,A,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
715,715,"What's the profession of the people in this picture?
Options: A: photographer, B: chemist, C: repairman, D: pianist
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/715.jpg'}",715,C,C,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
716,716,"What's the profession of the people in this picture?
Options: A: mason, B: nurse, C: pilot, D: policeman
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/716.jpg'}",716,D,D,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
717,717,"What's the profession of the people in this picture?
Options: A: mason, B: postman, C: pilot, D: policeman
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/717.jpg'}",717,B,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
719,719,"What's the profession of the people in this picture?
Options: A: astronaut, B: chemist, C: musician, D: pianist
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/719.jpg'}",719,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
730,730,"Which special day is associated with this poster?
Options: A: Earth Day., B: Children's Day., C: Father's Day., D: Mother's Day
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,single-instance reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/730.jpg'}",730,b,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
731,731,"What is the relationship between the people in the image?
Options: A: friends, B: family, C: commercial, D: professional
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/731.jpg'}",731,a,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
737,737,"Based on the image, what is the significance of having two cakes on the table during the couple's celebration with their baby?
Options: A: Having two cakes allows for different cake flavors or designs for their guests., B: Having two cakes signifies that the couple is celebrating multiple occasions or milestones., C: Having two cakes indicates a preference for abundance and excess., D: Having two cakes is a common practice in most celebrations of this nature.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,cross-instance relation reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/737.jpg'}",737,D,D,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
741,741,"Which property do these three objects have in common?
Options: A: blue, B: smooth, C: flexible, D: nan
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,cross-instance relation reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/741.jpg'}",741,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
745,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745,B,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
756,756,"Where is the woman holding her belly in the image?
Options: A: With both hands, B: With her right hand, C: With her left hand, D: She's not holding her belly
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,logical reasoning,common reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/756.jpg'}",756,a,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,open-source model,,,,,,,,,,,,,,,,
