,category,l2_category,question,answer,correct
661,instance reasoning,single-instance reasoning,"Where is the police officer located in the image?
Options: A: In the crowd, B: In front of a crowd, C: Far away from the crowd, D: Not present in the image",A,0.0
669,instance reasoning,single-instance reasoning,"Which is right?
Options: A: The orange is next to the apple, B: The apple is on the left, C: The orange is on the right, D: All above are not right",A,0.0
685,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Can you find the missing shape in this picture puzzle?
Choices:
(A) A
(B) B
(C) C
(D) D",A,0.0
174,coarse perception,image style & quality,"Which category does this image belong to?
Options: A: oil painting, B: sketch, C: digital art, D: photo",A,0.0
31,coarse perception,image scene and topic,"How many police officers are in the image?
Options: A: 1, B: 0, C: 2, D: 3",A,0.0
33,coarse perception,image scene and topic,"What color dominates the logo seen on the wall?
Options: A: Red, B: Black and White, C: Yellow, D: Blue",A,0.0
99,coarse perception,image scene and topic,"What is the predominant feature in the image?
Options: A: Houses, B: The Sky, C: Mountains, D: Trees",D,0.0
61,coarse perception,image scene and topic,"What is the main feature in the background of the image?
Options: A: A park bench near the water., B: A couple sitting on a bench., C: A body of water and the Golden Gate Bridge., D: A mountain in the distance.",B,0.0
1423,science & technology,geography & earth science & agriculture,"Which planet is label C?
Options: A: Uranus, B: Saturn, C: Neptune, D: Jupiter",A,0.0
10,coarse perception,image emotion,"What is the overall mood or atmosphere of the image?
Options: A: Joyful and energetic, B: Intimate and cozy, C: Dark and gloomy, D: Serene and peaceful",A,0.0
5,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: distressed, C: angry, D: love",A,0.0
81,coarse perception,image scene and topic,"What is the main theme of the image?
Options: A: Bearded men, B: Bathroom hygiene, C: Royal monarchy, D: Home decor",A,0.0
90,coarse perception,image scene and topic,"What is the overall theme of the image?
Options: A: A businessman with a unique face, B: A man in a formal dress with a beard, C: An actor with a cut on his face, D: A man with a diagram of his face",B,0.0
91,coarse perception,image scene and topic,"What is the overall theme of the image?
Options: A: A woman in different polka dot dresses, B: A stone wall along a stone path, C: A woman in an outdoor setting, D: A house with a black roof",A,0.0
609,instance reasoning,single-instance reasoning,"What is the dominant material of the cabinets in the image?
Options: A: Ceramic, B: Metal, C: Wood, D: Glass",A,0.0
1308,science & technology,biology & chemistry & physics,"Which part is represented by the alphabet H?
Options: A: flagellum, B: cytosol, C: cell wall, D: capsule",B,0.0
1309,science & technology,biology & chemistry & physics,"Which part is respiratory aperture?
Options: A: A, B: D, C: F, D: E",A,0.0
69,coarse perception,image scene and topic,"What is the main focus of the image?
Options: A: A woman and two girls standing on a red carpet with an umbrella., B: A person and their family at a premiere standing under an umbrella in the rain., C: Two girls holding an umbrella on a red carpet., D: People standing on a red carpet and an actress holding her daughter under an umbrella.",A,0.0
433,fine-grained perception,recognition,"What type of family is shown in the image?
Options: A: A family of all women, B: A family of mixed genders, C: A family of all men, D: A family of only children",D,0.0
847,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Dark Periwinkle the roughest?
Choices:
(A) yes
(B) no
(C) nan
(D) nan",A,0.0
848,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Navy Blue the maximum?
Choices:
(A) yes
(B) no
(C) nan
(D) nan",A,0.0
861,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the lowest value in blue bar?
Choices:
(A) 9
(B) 5
(C) 3
(D) 7",D,0.0
867,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest bar?
Choices:
(A) 0
(B) 1
(C) 10
(D) 5",C,0.0
869,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest bar?
Choices:
(A) 3
(B) 1
(C) 2
(D) 4",A,0.0
587,instance reasoning,single-instance reasoning,"How many lamps are in the bedroom?
Options: A: One, B: Two, C: Three, D: Four",D,0.0
602,instance reasoning,single-instance reasoning,"The object shown in this figure:
Options: A: Is a highly corrosive liquid, B: Has a boiling point of 337°C, C: Is used to make many types of fertilizers, D: None of these options are correct.",A,0.0
607,instance reasoning,single-instance reasoning,"What is the approximate time of day in the image?
Options: A: Morning, B: Evening, C: Noon, D: Night",C,0.0
227,fine-grained perception,localization,"Where is the seated person visible in the image?
Options: A: On the fence, B: In the field, C: Outside the field, D: Behind the bench",C,0.0
1060,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Move the ruler to measure the length of the line to the nearest centimeter. The line is about (_) centimeters long.
Choices:
(A) 4
(B) 5
(C) 6
(D) 7",D,0.0
715,logical reasoning,code & sequence reasoning,"Which Python code can generate the content of the image?
Options: A: tup1 = ('physics', 'chemistry', 1997, 2000)
tup2 = (1, 2, 3, 4, 5, 6, 7 )
print ""tup1[0]: "", tup1[0]
print ""tup2[1:5]: "", tup2[1:5], B: tup1 = ('physics', 'chemistry', 1997, 2000)
tup2 = (1, 2, 3, 4, 5, 6, 7 )
print ""tup1[0]: "", tup1[0]
print ""tup2[1:5]: "", tup2[2:5], C: tup1 = ('physics', 'chemistry', 1990, 2000)
tup2 = (1, 2, 3, 4, 5, 6, 7 )
print ""tup1[0]: "", tup1[0]
print ""tup2[1:5]: "", tup2[1:5], D: tup1 = ('physics', 'chemistry', 1990, 2000)
tup2 = (1, 2, 3, 4, 5, 6, 7 )
print ""tup1[0]: "", tup1[0]
print ""tup2[2:5]: "", tup2[1:5]",A,0.0
737,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all blue balls. Subtract all big yellow rubber balls. How many objects are left?
Choices:
(A) 4
(B) 5
(C) 6
(D) 7",C,0.0
738,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all brown matte cylinders. Subtract all big purple matte things. How many objects are left?
Choices:
(A) 1
(B) 5
(C) 9
(D) 7",C,0.0
430,fine-grained perception,recognition,"What shape is the ottoman in the living room?
Options: A: Square, B: Round, C: Rectangular, D: Oval",D,0.0
74,coarse perception,image scene and topic,"What is the main focus of this image?
Options: A: The grassy hill, B: The sculpture, C: The fence, D: The building",A,0.0
281,fine-grained perception,object counting,"How many people are on stage?
Options: A: 2, B: 3, C: 4, D: 5",D,0.0
799,logical reasoning,common reasoning,"What type of vegetation is visible in the image?
Options: A: Trees only, B: A mix of trees and bushes, C: Bushes only, D: Grass",A,0.0
800,logical reasoning,common reasoning,"What will happen next?
Options: A: the bike is gonna get stuck in the mud, B: the bike is gonna run forward, C: the bike is gonna go backwards, D: both A,B, and C",A,0.0
808,logical reasoning,common reasoning,"What will happen next?
Options: A: this person is gonna cry, B: this person is gonna laugh, C: this person is gonna get mad, D: both A,B, and C",B,0.0
263,fine-grained perception,object counting,"How many drawers can be seen in the image?
Options: A: One, B: Three, C: Two, D: Four",D,0.0
264,fine-grained perception,object counting,"How many drawers can be seen in the white kitchen?
Options: A: Three, B: Two, C: One, D: Four",D,0.0
29,coarse perception,image scene and topic,"Does the picture show a mountainous landscape or a coastal landscape?
Options: A: Mountainous, B: Coastal, C: plain, D: basin",D,0.0
1177,math,statistical reasoning,"Use the data from the Nutrition Facts label below to answer the following questions: a. Use the data given on the label for grams of fat and calories from fat to construct a conversion factor that has the units calories per gram. b. Calculate the mass in kilograms for 20 servings of the food. c. Calculate the mass of protein in micrograms for one serving of the food. d. What is the correct number of significant figures for the answer in item a? <image 1>
Options: A: 7.2 Calories/g;0.3 kg;2*10^3$\mu $g;1, B: 7.2 Calories/g;0.4 kg;2*10^4$\mu $g;1, C: 7.4 Calories/g;0.5 kg;2*10^5$\mu $g;1, D: 7.5 Calories/g;0.6 kg;2*10^6$\mu $g;1",D,0.0
1179,science & technology,biology & chemistry & physics," 3 year male with large posterior fossa tumor. The best diagnosis is: <image 1>
Options: A: ependymoma, B: pilocytic astrocytoma, C: medulloblastoma, D: none of the above",A,0.0
1180,science & technology,biology & chemistry & physics,"<image 1> The structural formula of the glycinium cation is shown above. Arrows indicate the $pK_a$ values for the labile protons in the molecule. Which of the following is true about the geometry of the glycinium cation?
Options: A: The leftmost C atom and all the atoms directly bonded to it lie in the same plane. , B: Both C atoms and both O atoms lie in the same plane. , C: The N-C-C bond angle is 180°., D: The geometry around the N atom is planar.",B,0.0
1181,science & technology,biology & chemistry & physics,"<image 1> What could be the reason for the corky outgrowths on a young ash tree by the roadside in Littondale, Yorkshire?
Options: A: Fungal disease, B: Bacterial disease, C: Don't know or not sure, D: Genetic abnormality",B,0.0
1182,science & technology,biology & chemistry & physics,"<image 1> While the term ""natural enemies"" is often used to refer to insects that can decrease the population of pests, what about diseases that affect weeds? How should one handle weeds that have been infected by diseases?
Options: A: Don't know and don't want to guess, B: Leave all the weeds so that the disease can spread to healthy weeds, C: Remove all weeds as they will impact on yield, D: The removal of the weed depends on the potential for the disease to spread to the crop",C,0.0
