,image_id,question_id,question_type,question,answers,multiple_choice_answer,answer_type,pid,output,answer_similarity,correct,model,condition,meta_model,﻿question_num,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_original,answer_raw,answer_normalized,gt_answers,visual_gt,base_model,model_size,training_stage,training_objective,training_data_condition,training_dataset,blind_n,evaluation_model_type,model_display
994,COCO_val2014_000000205352.jpg,205352003,are the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are the people on the boat seen easily? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,994.0,No,73.4,100.0,LLaVA‑Vicuna‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
995,COCO_val2014_000000580621.jpg,580621000,what type of,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What type of establishment are these people likely seated? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'restaurant', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'restaurant', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'restaurant', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'cafe', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'cafe', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'restaurant', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'restaurant', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'restaurant', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'restaurant', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'cafe', 'answer_confidence': 'maybe', 'answer_id': 10}]",restaurant,other,995.0,Restaurant,100.0,100.0,LLaVA‑Vicuna‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
996,COCO_val2014_000000524577.jpg,524577006,what,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What number of clocks are on this tower? Answer the question using a single word or phrase. 
Answer:","[{'answer': '1', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",1,number,996.0,0,62.1,0.0,LLaVA‑Vicuna‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
1,,418297001,is,Is a real bird on the tower?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,267,yes,0.75,6.91,2025-12-10T23:26:02.092141,02f952bb_20251210_230336,네,yes,yes,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
9,,418297001,is,Is a real bird on the tower?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,267,no,0.25,14.02,2025-12-11T00:41:46.879873,60de6bd6_20251210_170035,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
12,,418297001,is,Is a real bird on the tower?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,267,no,0.75,82.25,2025-12-13T14:14:29.633976,74d408e5_20251213_134035,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
13,,418297001,is,Is a real bird on the tower?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,267,Yes,0.5,6.8,2025-12-09T14:55:45.538364,9c5d09f3_20251209_121033,예,Yes,yes,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
14,,418297001,is,Is a real bird on the tower?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,267,yes,0.75,6.93,2025-12-10T19:43:44.193727,825ff3e9_20251210_192335,네,yes,yes,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
15,,418297001,is,Is a real bird on the tower?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,267,yes,0.5,15.66,2025-12-12T00:10:56.513631,a5909497_20251211_232822,네,yes,yes,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
22,,444302001,what is the,What is the number on the pole?,,,number,,,51.4,0.0,Humans,inst blind,humans,268,8,0.75,7.81,2025-12-10T23:26:10.090227,02f952bb_20251210_230336,,8,8,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",25,Human,,human,,,,,human,Humans
30,,444302001,what is the,What is the number on the pole?,,,number,,,48.7,0.0,Humans,inst blind,humans,268,2,0.25,9.58,2025-12-11T00:41:56.800999,60de6bd6_20251210_170035,,2,2,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",25,Human,,human,,,,,human,Humans
33,,444302001,what is the,What is the number on the pole?,,,number,,,61.1,0.0,Humans,inst blind,humans,268,5,0.5,4.78,2025-12-13T14:14:34.692879,74d408e5_20251213_134035,,5,5,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",25,Human,,human,,,,,human,Humans
34,,444302001,what is the,What is the number on the pole?,,,number,,,51.6,0.0,Humans,inst blind,humans,268,3,0.5,4.5,2025-12-09T14:55:50.406608,9c5d09f3_20251209_121033,,3,3,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",25,Human,,human,,,,,human,Humans
35,,444302001,what is the,What is the number on the pole?,,,number,,,48.7,0.0,Humans,inst blind,humans,268,2,0.5,3.03,2025-12-10T19:43:47.519582,825ff3e9_20251210_192335,,2,2,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",25,Human,,human,,,,,human,Humans
36,,444302001,what is the,What is the number on the pole?,,,number,,,27.8,0.0,Humans,inst blind,humans,268,There are no numbers.,0.25,12.87,2025-12-12T00:11:09.844511,a5909497_20251211_232822,숫자가 없어요,There are no numbers.,there are no numbers,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",25,Human,,human,,,,,human,Humans
43,,244019002,has,Has the wall been tagged?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,269,no,0.5,5.71,2025-12-10T23:26:15.969862,02f952bb_20251210_230336,아니요,no,no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Human,,human,,,,,human,Humans
51,,244019002,has,Has the wall been tagged?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,269,no,0.75,6.11,2025-12-11T00:42:03.152265,60de6bd6_20251210_170035,아니요,no,no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Human,,human,,,,,human,Humans
54,,244019002,has,Has the wall been tagged?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,269,no,0.25,7.11,2025-12-13T14:14:42.014975,74d408e5_20251213_134035,아니요,no,no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Human,,human,,,,,human,Humans
55,,244019002,has,Has the wall been tagged?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,269,Yes,0.5,4.31,2025-12-09T14:55:55.062077,9c5d09f3_20251209_121033,예,Yes,yes,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Human,,human,,,,,human,Humans
56,,244019002,has,Has the wall been tagged?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,269,no,1.0,4.05,2025-12-10T19:43:51.882754,825ff3e9_20251210_192335,아니요,no,no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Human,,human,,,,,human,Humans
57,,244019002,has,Has the wall been tagged?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,269,no,0.25,11.16,2025-12-12T00:11:21.453979,a5909497_20251211_232822,아니요,no,no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Human,,human,,,,,human,Humans
64,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,other,,,64.4,0.0,Humans,inst blind,humans,270,White,0.75,5.96,2025-12-10T23:26:22.103840,02f952bb_20251210_230336,하얀색,White,white,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'yellow', 'green', 'blue']",green,Human,,human,,,,,human,Humans
72,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,other,,,64.4,0.0,Humans,inst blind,humans,270,White,0.75,5.57,2025-12-11T00:42:08.981738,60de6bd6_20251210_170035,흰색,White,white,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'yellow', 'green', 'blue']",green,Human,,human,,,,,human,Humans
75,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,other,,,70.1,0.0,Humans,inst blind,humans,270,red,0.75,5.95,2025-12-13T14:14:48.173914,74d408e5_20251213_134035,빨간색,red,red,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'yellow', 'green', 'blue']",green,Human,,human,,,,,human,Humans
76,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,other,,,64.4,0.0,Humans,inst blind,humans,270,White,0.75,5.05,2025-12-09T14:56:00.499627,9c5d09f3_20251209_121033,흰색,White,white,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'yellow', 'green', 'blue']",green,Human,,human,,,,,human,Humans
77,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,other,,,64.4,0.0,Humans,inst blind,humans,270,White,1.0,13.41,2025-12-10T19:44:05.626660,825ff3e9_20251210_192335,하얀색,White,white,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'yellow', 'green', 'blue']",green,Human,,human,,,,,human,Humans
78,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,other,,,64.4,0.0,Humans,inst blind,humans,270,White,0.75,4.38,2025-12-12T00:11:26.126134,a5909497_20251211_232822,흰색,White,white,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'yellow', 'green', 'blue']",green,Human,,human,,,,,human,Humans
85,,22656001,is there,Is there toothpaste on the sink?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,271,no,0.75,4.52,2025-12-10T23:26:26.829238,02f952bb_20251210_230336,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
93,,22656001,is there,Is there toothpaste on the sink?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,271,no,0.75,6.62,2025-12-11T00:42:15.881251,60de6bd6_20251210_170035,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
96,,22656001,is there,Is there toothpaste on the sink?,,,yes/no,,,73.4,0.0,Humans,inst blind,humans,271,Yes,0.25,5.2,2025-12-13T14:14:53.560469,74d408e5_20251213_134035,예,Yes,yes,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
97,,22656001,is there,Is there toothpaste on the sink?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,271,No.,0.75,4.38,2025-12-09T14:56:05.209498,9c5d09f3_20251209_121033,아니오,No.,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
98,,22656001,is there,Is there toothpaste on the sink?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,271,No.,0.25,2.6,2025-12-10T19:44:08.423424,825ff3e9_20251210_192335,아니오,No.,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
99,,22656001,is there,Is there toothpaste on the sink?,,,yes/no,,,100.0,100.0,Humans,inst blind,humans,271,no,1.0,5.9,2025-12-12T00:11:32.429460,a5909497_20251211_232822,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
106,,552849003,none of the above,Where is a man wearing a white robe?,,,other,,,24.0,0.0,Humans,inst blind,humans,272,Sitting at the table.,0.75,7.56,2025-12-10T23:26:34.578482,02f952bb_20251210_230336,테이블에 앉아잇음,Sitting at the table.,sitting at the table,"['store', 'right side', 'standing near fruit', 'standing by fruit', 'next to produce', 'market', 'near produce', 'market', 'on right', 'store']",store,Human,,human,,,,,human,Humans
114,,552849003,none of the above,Where is a man wearing a white robe?,,,other,,,31.4,0.0,Humans,inst blind,humans,272,on the left chair,0.75,14.86,2025-12-11T00:42:31.021493,60de6bd6_20251210_170035,왼쪽 의자에,on the left chair,on the left chair,"['store', 'right side', 'standing near fruit', 'standing by fruit', 'next to produce', 'market', 'near produce', 'market', 'on right', 'store']",store,Human,,human,,,,,human,Humans
117,,552849003,none of the above,Where is a man wearing a white robe?,,,other,,,23.6,0.0,Humans,inst blind,humans,272,In the hospital room.,0.5,15.4,2025-12-13T14:15:09.157069,74d408e5_20251213_134035,병실에 있습니다,In the hospital room.,in the hospital room,"['store', 'right side', 'standing near fruit', 'standing by fruit', 'next to produce', 'market', 'near produce', 'market', 'on right', 'store']",store,Human,,human,,,,,human,Humans
118,,552849003,none of the above,Where is a man wearing a white robe?,,,other,,,22.4,0.0,Humans,inst blind,humans,272,a hospital,0.75,12.63,2025-12-09T14:56:18.182802,9c5d09f3_20251209_121033,병원,a hospital,hospital,"['store', 'right side', 'standing near fruit', 'standing by fruit', 'next to produce', 'market', 'near produce', 'market', 'on right', 'store']",store,Human,,human,,,,,human,Humans
119,,552849003,none of the above,Where is a man wearing a white robe?,,,other,,,27.4,0.0,Humans,inst blind,humans,272,Outside the window,1.0,4.91,2025-12-10T19:44:13.648222,825ff3e9_20251210_192335,창밖에,Outside the window,outside the window,"['store', 'right side', 'standing near fruit', 'standing by fruit', 'next to produce', 'market', 'near produce', 'market', 'on right', 'store']",store,Human,,human,,,,,human,Humans
120,,552849003,none of the above,Where is a man wearing a white robe?,,,other,,,22.4,0.0,Humans,inst blind,humans,272,a hospital,1.0,5.18,2025-12-12T00:11:37.905354,a5909497_20251211_232822,병원,a hospital,hospital,"['store', 'right side', 'standing near fruit', 'standing by fruit', 'next to produce', 'market', 'near produce', 'market', 'on right', 'store']",store,Human,,human,,,,,human,Humans
127,,96762000,how many,How many American flags are in the picture?,,,number,,,66.4,0.0,Humans,inst blind,humans,273,5,0.75,5.49,2025-12-10T23:26:40.259227,02f952bb_20251210_230336,5개,5,5,"['2', '2', '2', '2', '1', '2', '1', '1', '2', '2']",2,Human,,human,,,,,human,Humans
135,,96762000,how many,How many American flags are in the picture?,,,number,,,86.4,100.0,Humans,inst blind,humans,273,1,0.75,6.57,2025-12-11T00:42:37.830896,60de6bd6_20251210_170035,,1,1,"['2', '2', '2', '2', '1', '2', '1', '1', '2', '2']",2,Human,,human,,,,,human,Humans
138,,96762000,how many,How many American flags are in the picture?,,,number,,,84.4,0.0,Humans,inst blind,humans,273,3,0.5,4.04,2025-12-13T14:15:13.432507,74d408e5_20251213_134035,,3,3,"['2', '2', '2', '2', '1', '2', '1', '1', '2', '2']",2,Human,,human,,,,,human,Humans
139,,96762000,how many,How many American flags are in the picture?,,,number,,,84.4,0.0,Humans,inst blind,humans,273,3,0.5,3.46,2025-12-09T14:56:22.171010,9c5d09f3_20251209_121033,3개,3,3,"['2', '2', '2', '2', '1', '2', '1', '1', '2', '2']",2,Human,,human,,,,,human,Humans
140,,96762000,how many,How many American flags are in the picture?,,,number,,,94.2,100.0,Humans,inst blind,humans,273,2,0.25,5.55,2025-12-10T19:44:19.501589,825ff3e9_20251210_192335,2개,2,2,"['2', '2', '2', '2', '1', '2', '1', '1', '2', '2']",2,Human,,human,,,,,human,Humans
141,,96762000,how many,How many American flags are in the picture?,,,number,,,84.4,0.0,Humans,inst blind,humans,273,3,0.75,5.49,2025-12-12T00:11:43.884281,a5909497_20251211_232822,3개,3,3,"['2', '2', '2', '2', '1', '2', '1', '1', '2', '2']",2,Human,,human,,,,,human,Humans
148,,537701022,does this,Does this man's tie match the background?,,,yes/no,,,97.3,100.0,Humans,inst blind,humans,274,no,0.5,3.25,2025-12-10T23:26:43.684664,02f952bb_20251210_230336,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Human,,human,,,,,human,Humans
156,,537701022,does this,Does this man's tie match the background?,,,yes/no,,,97.3,100.0,Humans,inst blind,humans,274,no,0.75,5.34,2025-12-11T00:42:43.575327,60de6bd6_20251210_170035,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Human,,human,,,,,human,Humans
159,,537701022,does this,Does this man's tie match the background?,,,yes/no,,,97.3,100.0,Humans,inst blind,humans,274,no,0.75,7.58,2025-12-13T14:15:21.212283,74d408e5_20251213_134035,아니요,no,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Human,,human,,,,,human,Humans
160,,537701022,does this,Does this man's tie match the background?,,,yes/no,,,97.3,100.0,Humans,inst blind,humans,274,No.,0.75,4.6,2025-12-09T14:56:27.091332,9c5d09f3_20251209_121033,아니오,No.,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Human,,human,,,,,human,Humans
161,,537701022,does this,Does this man's tie match the background?,,,yes/no,,,97.3,100.0,Humans,inst blind,humans,274,No.,0.75,4.67,2025-12-10T19:44:24.471712,825ff3e9_20251210_192335,아니오,No.,no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Human,,human,,,,,human,Humans
162,,537701022,does this,Does this man's tie match the background?,,,yes/no,,,76.0,33.3,Humans,inst blind,humans,274,yes,0.25,15.03,2025-12-12T00:11:59.483725,a5909497_20251211_232822,네,yes,yes,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Human,,human,,,,,human,Humans
169,,326814006,is the,Is the electricity in the room turned on?,,,yes/no,,,76.8,100.0,Humans,inst blind,humans,275,yes,0.75,2.83,2025-12-10T23:26:46.705792,02f952bb_20251210_230336,네,yes,yes,"['no', 'yes', 'no', 'no', 'yes', ""can't tell"", 'yes', 'no', 'no', 'no']",no,Human,,human,,,,,human,Humans
