index	question	image	answer	category	l2_category	meta_info	image_path	A	B	C	D
1267	Which label represents the A horizon ?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=351x620 at 0x7109C46F90C0>	B	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1266.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1268	What is the object labeled E?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x471 at 0x7109C46FA7D0>	D	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1267.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1269	Which planet is label C?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1500x844 at 0x7109C46F9B40>	A	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1268.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1270	Think about the magnetic force between the magnets in each pair. Which of the following statements is true?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=518x80 at 0x7109C46F9030>	C	science & technology	biology & chemistry & physics	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1269.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1271	What layer is between layer L and layer C?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7109C46FA500>	A	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1270.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1272	If C is Metamorphic Rock and H is Magma and Lava, what would you expect K to be?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=673x498 at 0x7109C46FAE90>	A	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1271.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1273	which of these show reverse fault	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x564 at 0x7109C46F8CA0>	C	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1272.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1274	Which figure shows active flexures?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=502x110 at 0x7109C46FBF70>	B	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1273.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1275	How many stages does the whitefly nymph life cycle consist of?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x353 at 0x7109C46FB3D0>	C	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1274.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1276	The organelle labeled D is called	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=260x260 at 0x7109C46F90C0>	A	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1275.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1277	Which area on the map shows China?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x313 at 0x7109C46FA7D0>	A	science & technology	geography & earth science & agriculture	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/1276.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1278	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: When a spring does work on an object, we cannot find the work by simply multiplying the spring force by the object's displacement. The reason is that there is no one value for the force-it changes. However, we can split the displacement up into an infinite number of tiny parts and then approximate the force in each as being constant. Integration sums the work done in all those parts. Here we use the generic result of the integration._x000D_ _x000D_ In Figure, a cumin canister of mass $m=0.40 \mathrm{~kg}$ slides across a horizontal frictionless counter with speed $v=0.50 \mathrm{~m} / \mathrm{s}$. It then runs into and compresses a spring of spring constant $k=750 \mathrm{~N} / \mathrm{m}$. When the canister is momentarily stopped by the spring, by what distance $d$ is the spring compressed? Choices: (A) 0 (B) 1.2 (C) 0.8 (D) 12	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1514x720 at 0x7109C46F9B40>	B	science & technology	biology & chemistry & physics	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1277.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1279	Assume for the common-emitter circuit shown in   we have the  following numerical values for a germanium transistor. $V_{BB}$ = + 15V   $V_{CC}$ = + 15V   $V_{BE}$ = 0.3V  $R_C$ = 4k$\Omega$        $R_E$ = 600$\Omega$      $\beta $ = 60. What value of RB is required to set VCE to 8 V?	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=464x304 at 0x7109C46F9030>	A	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1278.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1280	In , let circuit element X be a 2-ohm resistance. Find the power supplied by the 6-V source.	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=243x146 at 0x7109C46FA500>	A	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1279.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1281	With reference to , let the lower node be the reference, and write the single nodal equation required to find $v_x$. What's the numerical value of $v_x$ in terms of V? Choices: (A) 0.3 (B) Other Answers (C) nan (D) nan	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=454x140 at 0x7109C46FAE90>	A	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1280.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1282	Which letter represents the part of the life cycle in which the plant flowers?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x480 at 0x7109C46F8CA0>	A	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1281.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1283	Letter A in the following diagram represents which stage?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=792x600 at 0x7109C46FBF70>	C	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1282.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1284	"While the term ""natural enemies"" is often used to refer to insects that can decrease the population of pests, what about diseases that affect weeds? How should one handle weeds that have been infected by diseases?"	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1920x2560 at 0x7109C46FB3D0>	C	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1283.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1285	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: One of the most dramatic videos on the web (but entirely fictitious) supposedly shows a man sliding along a long water slide and then being launched into the air to land in a water pool. Let's attach some reasonable numbers to such a flight to calculate the velocity with which the man would have hit the water. Figure indicates the launch and landing sites and includes a superimposed coordinate system with its origin conveniently located at the launch site. From the video we take the horizontal flight distance as $D=20.0 \mathrm{~m}$, the flight time as $t=2.50 \mathrm{~s}$, and the launch angle as $\theta_0=40.0^{\circ}$. Find the magnitude of the velocity at launch and at landing. Choices: (A) 14 (B) 10.44 (C) 44 (D) 1	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1302x600 at 0x7109C46F90C0>	B	science & technology	biology & chemistry & physics	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1284.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1286	What change could occur to increase the size of the large fish population?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=219x193 at 0x7109C46FA7D0>	D	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1285.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1287	A food web is shown below. Which of the following organisms compete for the deer as a food source?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7109C46F9B40>	C	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1286.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1288	Complete the text to describe the diagram. Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=342x453 at 0x7109C46F9030>	A	science & technology	biology & chemistry & physics	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1287.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1289	Which country is highlighted?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x600 at 0x7109C46FA500>	B	science & technology	geography & earth science & agriculture	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1288.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1290	In the given diagram. What does the stage at D represent?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=629x525 at 0x7109C46FAE90>	C	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1289.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1291	What is the expected ratio of offspring with white spots to offspring with solid coloring? Choose the most likely ratio.	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=248x239 at 0x7109C46F8CA0>	D	science & technology	biology & chemistry & physics	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1290.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1292	Based on , what's the most likely diagnosis?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1262x634 at 0x7109C46FBF70>	D	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1291.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1293	What is stage C in the diagram known as?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x353 at 0x7109C46FB3D0>	A	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1292.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1294	Suppose you discovered a mutant yeast whose glycolytic pathway was shorter because of the presence of a new enzyme catalyzing the reaction  Would shortening the glycolytic pathway in this way benefit the cell?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=826x154 at 0x7109C46F90C0>	B	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1293.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1295	What letter refers to lesions and fungus develop on leaves?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x364 at 0x7109C46FA7D0>	D	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1294.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1296	What do these calcifications represent?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=288x240 at 0x7109C46F9B40>	A	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1295.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1297	See the following phase diagram below, where there are 5 points labeled as (A), (B), (C), (D), and (E), respectively.  At which point will the substancemce represented by the phase diagram be solely in the solid phase at equilibrium?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=658x410 at 0x7109C46F9030>	B	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1296.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1298	What is the probability that a sheep produced by this cross will be homozygous dominant for the wool color gene?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x239 at 0x7109C46FA500>	C	science & technology	biology & chemistry & physics	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1297.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1299	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Fig.Q3 shows an excerpt of the transmission phase of a TCP connection. Assume the length of the IP header is 20 bytes. What is the ACK number at message 6? Choices: (A) 839 (B) 510 (C) 623 (D) 1024	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=638x814 at 0x7109C46FAE90>	A	science & technology	electronics & energy & mechanical eng.	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1298.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1300	Use the vapor pressures of ClF_3 given in the following table to calculate the enthalpy of vaporization using a graphical method or a least squares fitting routine.	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=708x124 at 0x7109C46F8CA0>	D	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1299.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1301	Which of the following best describes a population in a forest in the Cascade mountains?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=337x252 at 0x7109C46FBF70>	A	science & technology	geography & earth science & agriculture	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1300.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1302	What does a carnivore feed on?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x599 at 0x7109C46FB3D0>	A	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1301.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1303	Which country is highlighted?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x625 at 0x7109C46F90C0>	C	science & technology	geography & earth science & agriculture	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/1302.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1304	If the ammeter in the circuit above reads zero, what is the resistance R ?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=360x206 at 0x7109C46FA7D0>	D	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1303.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1305	Which schedule is an equivalent serial schedule for the precendence graph in ?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=504x348 at 0x7109C46F9B40>	D	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1304.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1306	Suppose you are given the below data, and you want to apply a logistic regression model for classifying it into two given classes.You are using logistic regression with L1 regularization.Where C is the regularization parameter, and w1 & w2 are the coefficients of x1 and x2.Which of the following option is correct when you increase the value of C from zero to a very large value?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=432x780 at 0x7109C46F9030>	B	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1305.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1307	What is represented y B?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1001x817 at 0x7109C46FA500>	C	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1306.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
