,image_id,qid,question_type,question_en,answers,multiple_choice_answer,answer_type,question_kr,Unnamed: 0.2,category,l2_category,options,Unnamed: 0.1,Unnamed: 0,index
376,,355272014,has,Has this boy been injured recently?,,,text,이 소년이 최근에 다쳤나요?,130.0,,,,,130.0,30.0
377,,318998002,is he,Is he standing in another boat?,,,text,그는 다른 배에 서 있나요?,131.0,,,,,131.0,31.0
378,,336341002,is he,Is he wearing blush?,,,text,그는 얼굴을 붉히고 있나요?,132.0,,,,,132.0,32.0
379,,486576004,is that a,Is that a man or woman looking at the screen?,,,text,"화면을 보고 있는 사람이 남자인가요, 여자인가요?",134.0,,,,,134.0,34.0
380,,133515009,is that a,Is that a finished kitchen?,,,text,완성된 주방인가요?,135.0,,,,,135.0,35.0
381,,415880001,is that a,Is that a new car?,,,text,새 차인가요?,136.0,,,,,136.0,36.0
382,,82259002,is the person,Is the person on the ground?,,,text,그 사람이 바닥에 있나요?,138.0,,,,,138.0,38.0
383,,329711002,is there,Is there any work equipment in the photo?,,,text,사진에 작업 장비가 있나요?,139.0,,,,,139.0,39.0
384,,175535001,is there,Is there lettuce on the plate?,,,text,접시에 상추가 있나요?,140.0,,,,,140.0,40.0
385,,74711003,is there,Is there lilies in the water?,,,text,물에 백합이 있나요?,141.0,,,,,141.0,41.0
386,,391837005,is there,IS there water in the background?,,,text,배경에 물이 있나요?,142.0,,,,,142.0,42.0
387,,509826033,is there,Is there snow?,,,text,눈이 있나요?,143.0,,,,,143.0,43.0
388,,215652000,was,Was this picture taken during the day or night?,,,text,"이 사진은 낮에 찍은 건가요, 아니면 밤에 찍은 건가요?",144.0,,,,,144.0,44.0
389,,135486006,what are,What are they carrying?,,,text,그들은 무엇을 운반하고 있습니까?,146.0,,,,,146.0,46.0
390,,425933004,what are,What are pedestrians asked not to do on the white sign?,,,text,흰색 표지판에서 보행자에게 하지 말아야 할 일은 무엇인가요?,147.0,,,,,147.0,47.0
391,,408201006,what are,What are they playing?,,,text,그들은 무엇을 하고 있나요?,148.0,,,,,148.0,48.0
392,,574537003,what are,What are on the child's feet?,,,text,아이의 발에는 무엇이 있나요?,149.0,,,,,149.0,49.0
393,,479075003,what are,What are these animals?,,,text,이 동물들은 무엇인가요?,150.0,,,,,150.0,50.0
394,,487131002,what color,What color are these trucks?,,,text,이 트럭들은 어떤 색인가요?,151.0,,,,,151.0,51.0
395,,487236000,what color,What color grass is the giraffe standing in?,,,text,기린은 어떤 색의 풀밭에 서 있나요?,152.0,,,,,152.0,52.0
396,,58539001,what color,What color are their jackets?,,,text,그들의 재킷은 어떤 색인가요?,153.0,,,,,153.0,53.0
397,,499588001,what color,What color thread hangs down the right side?,,,text,오른쪽에는 어떤 색의 실이 매달려 있나요?,154.0,,,,,154.0,54.0
398,,525162004,what color,What color boat is the man riding in?,,,text,남자가 타고 있는 배는 어떤 색인가요?,155.0,,,,,155.0,55.0
399,,252625003,what color are the,What color are the crates against the wall?,,,text,벽에 걸린 상자들은 어떤 색인가요?,156.0,,,,,156.0,56.0
400,,414711003,what color are the,What color are the clock's numerals?,,,text,시계의 숫자는 어떤 색인가요?,158.0,,,,,158.0,58.0
401,,429754001,what color are the,What color are the scissors?,,,text,가위는 어떤 색인가요?,159.0,,,,,159.0,59.0
402,,364157004,what color are the,What color are the curtains?,,,text,커튼은 어떤 색인가요?,160.0,,,,,160.0,60.0
403,,443453003,what color is,What color is her dress?,,,text,그녀의 드레스는 어떤 색인가요?,162.0,,,,,162.0,62.0
404,,305329002,what color is,What color is his helmet?,,,text,그의 헬멧은 어떤 색인가요?,163.0,,,,,163.0,63.0
405,,159842001,what color is,What color is her headband?,,,text,그녀의 머리띠는 어떤 색인가요?,164.0,,,,,164.0,64.0
406,,22341001,what color is,What color is her top?,,,text,그녀의 상의는 무슨 색인가요?,165.0,,,,,165.0,65.0
407,,40986004,what is in the,What is in the bottle?,,,text,병 안에 무엇이 들어 있나요?,166.0,,,,,166.0,66.0
408,,254237002,what is in the,What is in the vase?,,,text,꽃병 안에 무엇이 있습니까?,167.0,,,,,167.0,67.0
409,,145318001,what is in the,What is in the white plastic covered container behind the bowl?,,,text,그릇 뒤에 있는 흰색 플라스틱 뚜껑이 있는 용기에는 무엇이 들어 있나요?,168.0,,,,,168.0,68.0
410,,427135026,what is in the,What is in the man's hand?,,,text,남자의 손에는 무엇이 있나요?,169.0,,,,,169.0,69.0
411,,118507000,what is in the,What is in the far back room?,,,text,맨 뒷방에는 무엇이 있나요?,170.0,,,,,170.0,70.0
412,,520012001,what is on the,What is on the left plate?,,,text,왼쪽 접시에는 무엇이 있습니까?,171.0,,,,,171.0,71.0
413,,434494018,what is on the,What is on the man's head?,,,text,남자의 머리에는 무엇이 있나요?,173.0,,,,,173.0,73.0
414,,133515003,what is on the,What is on the table?,,,text,테이블 위에 무엇이 있나요?,174.0,,,,,174.0,74.0
415,,430774001,what time,What time is shown on the clock?,,,text,시계에는 몇 시가 표시되나요?,176.0,,,,,176.0,76.0
416,,367452003,what time,What time is it?,,,text,지금 몇 시예요?,178.0,,,,,178.0,78.0
417,,580621000,what type of,What type of establishment are these people likely seated?,,,text,이 사람들은 어떤 종류의 시설에 앉을 가능성이 높습니까?,179.0,,,,,179.0,79.0
418,,52161010,what type of,What type of shoes is this person wearing?,,,text,이 사람은 어떤 종류의 신발을 신고 있나요?,180.0,,,,,180.0,80.0
419,,506943005,what type of,What type of building can this scene be found in?,,,text,이 장면은 어떤 유형의 건물에서 찾을 수 있나요?,181.0,,,,,181.0,81.0
420,,48153002,what type of,What type of pants is this woman wearing?,,,text,이 여자는 어떤 종류의 바지를 입고 있나요?,182.0,,,,,182.0,82.0
421,,290981008,what type of,What type of animal are these?,,,text,이것들은 어떤 종류의 동물인가요?,183.0,,,,,183.0,83.0
422,,252986000,where is the,Where is the bench?,,,text,벤치는 어디에 있나요?,184.0,,,,,184.0,84.0
423,,524577024,where is the,Where is the clock located?,,,text,시계는 어디에 있나요?,185.0,,,,,185.0,85.0
424,,304044004,where is the,Where is the school bus going?,,,text,스쿨버스는 어디로 가나요?,186.0,,,,,186.0,86.0
425,,154202010,where is the,Where is the phone?,,,text,전화기가 어디 있나요?,187.0,,,,,187.0,87.0
426,,94823002,where is the,Where is the dog?,,,text,개는 어디에 있어요?,188.0,,,,,188.0,88.0
427,,113588003,who is,Who is using the laptop?,,,text,누가 노트북을 사용하고 있나요?,189.0,,,,,189.0,89.0
428,,136140000,who is,Who is wearing glasses?,,,text,누가 안경을 쓰고 있나요?,190.0,,,,,190.0,90.0
429,,88859004,who is,Who is the pitcher?,,,text,투수는 누구인가요?,191.0,,,,,191.0,91.0
430,,490280012,who is,Who is in the photo?,,,text,사진 속에는 누구가 있나요?,193.0,,,,,193.0,93.0
431,,241340000,why,Why is this dog fighting over a Frisbee?,,,text,이 개가 프리스비 때문에 싸우는 이유는 무엇인가요?,194.0,,,,,194.0,94.0
432,,57508001,why,Why are there straps on the suitcase?,,,text,여행 가방에 끈이 있는 이유는 무엇인가요?,195.0,,,,,195.0,95.0
433,,80306002,why,Why is she shiny?,,,text,그녀는 왜 반짝반짝 빛나요?,196.0,,,,,196.0,96.0
434,,151978002,why,Why are the lamps lit?,,,text,램프가 켜진 이유는 무엇인가요?,197.0,,,,,197.0,97.0
435,,561412009,is the,Is the sky cloudy?,,,text,하늘이 흐리나요?,199.0,,,,,199.0,0.0
436,,96638000,is the,Is the photo colored?,,,text,사진이 색칠되어 있나요?,200.0,,,,,200.0,1.0
437,,88695011,is the man,Is the man hairy?,,,text,그 남자는 털이 많나요?,201.0,,,,,201.0,2.0
438,,576031002,does this,Does this person believe in safety?,,,text,이 사람은 안전을 믿습니까?,202.0,,,,,202.0,3.0
439,,444928001,are these,Are these people wearing helmets?,,,text,이 사람들은 헬멧을 쓰고 있나요?,203.0,,,,,203.0,4.0
440,,503992002,does the,Does the dog like his bed?,,,text,그 개는 침대를 좋아하나요?,204.0,,,,,204.0,5.0
441,,488942005,is this a,Is this a sightseeing attraction?,,,text,관광 명소인가요?,205.0,,,,,205.0,6.0
442,,536027000,is this,Is this picture in focus?,,,text,이 사진이 초점에 맞습니까?,206.0,,,,,206.0,7.0
443,,536195002,what are the,What are the sheep eating?,,,text,양들은 무엇을 먹고 있나요?,207.0,,,,,207.0,8.0
444,,532693000,is the,Is the dog being affectionate?,,,text,그 개는 애정이 많나요?,208.0,,,,,208.0,9.0
445,,442746004,do,Do people come here to sit?,,,text,사람들이 여기 와서 앉나요?,209.0,,,,,209.0,10.0
446,,453649001,what are the,What are the zebras eating?,,,text,얼룩말들은 무엇을 먹고 있나요?,210.0,,,,,210.0,11.0
447,,329717005,is this a,Is this a recent photograph?,,,text,이것은 최근에 찍은 사진인가요?,211.0,,,,,211.0,12.0
448,,490741003,is it,Is it a cloudy day?,,,text,흐린 날인가요?,213.0,,,,,213.0,14.0
449,,237118000,is this,Is this man angry?,,,text,이 남자 화났어요?,214.0,,,,,214.0,15.0
450,,200667002,is the,Is the cow wearing an ear tag?,,,text,소가 귀표를 달고 있나요?,215.0,,,,,215.0,16.0
451,,515885003,is it,Is it a beer?,,,text,맥주인가요?,216.0,,,,,216.0,17.0
452,,510078000,is this,Is this in a parking lot?,,,text,주차장에 있나요?,217.0,,,,,217.0,18.0
453,,367608007,is this,Is this guy wearing safety gear?,,,text,이 남자는 안전 장비를 착용하고 있나요?,218.0,,,,,218.0,19.0
454,,140713008,what color is the,What color is the elephant?,,,text,코끼리는 어떤 색인가요?,219.0,,,,,219.0,20.0
455,,317070001,is the man,Is the man flying?,,,text,남자가 날고 있나요?,220.0,,,,,220.0,21.0
456,,384834006,does the,Does the surfboard have fins?,,,text,서핑보드에 핀이 있나요?,221.0,,,,,221.0,22.0
457,,62549003,is the,Is the bird being fed by a human?,,,text,새가 사람에게 먹이를 주고 있나요?,222.0,,,,,222.0,23.0
458,,559462000,is,Is she wearing sneakers?,,,text,그녀는 운동화를 신고 있나요?,223.0,,,,,223.0,24.0
459,,245162006,is this a,Is this a busy street?,,,text,여기가 번화한 거리인가요?,224.0,,,,,224.0,25.0
460,,70626005,what kind of,What kind of cheese is on the pizza?,,,text,피자에는 어떤 종류의 치즈가 들어 있나요?,226.0,,,,,226.0,27.0
461,,514518002,is this,Is this fresh snow?,,,text,이것은 신선한 눈인가요?,227.0,,,,,227.0,28.0
462,,129576008,does the,Does the color of the pillow match the color of the chair?,,,text,베개의 색상이 의자의 색상과 일치합니까?,228.0,,,,,228.0,29.0
463,,392915002,is the,Is the room sunny?,,,text,방이 화창한가요?,229.0,,,,,229.0,30.0
464,,346633003,is this,Is this food raw?,,,text,이 음식은 날것인가요?,231.0,,,,,231.0,32.0
465,,517386001,what is in the,What is in the vase?,,,text,꽃병 안에 무엇이 있습니까?,232.0,,,,,232.0,33.0
466,,128034004,do,Do these look like school buses?,,,text,이것들이 스쿨버스처럼 보이나요?,233.0,,,,,233.0,34.0
467,,154931001,what is the,What is the gender of the person in the black shirt?,,,text,검은색 셔츠를 입은 사람의 성별은 무엇인가요?,234.0,,,,,234.0,35.0
468,,482476008,does the,Does the woman's hair look clean or dirty?,,,text,"여자의 머리카락이 깨끗해 보이나요, 아니면 더럽나요?",235.0,,,,,235.0,36.0
469,,360137003,what color is the,What color is the water?,,,text,물은 어떤 색인가요?,236.0,,,,,236.0,37.0
470,,56684001,does this,Does this dessert look healthy?,,,text,이 디저트가 건강해 보이나요?,237.0,,,,,237.0,38.0
471,,493846001,what,What might someone wear on their head when riding this thing?,,,text,이 물건을 탈 때 누군가 머리에 무엇을 착용할 수 있을까요?,238.0,,,,,238.0,39.0
472,,85089002,do,Do all the glasses have etching on them?,,,text,모든 안경에 에칭이 있나요?,239.0,,,,,239.0,40.0
473,,102421000,can you,Can you tell if the cat is looking at bright light?,,,text,고양이가 밝은 빛을 보고 있는지 알 수 있나요?,240.0,,,,,240.0,41.0
474,,215581002,does this,Does this picture show carrots in a basket?,,,text,이 사진에 바구니에 당근이 들어 있나요?,241.0,,,,,241.0,42.0
475,,50828012,are the,Are the lights on in the room?,,,text,방에 불이 켜져 있나요?,242.0,,,,,242.0,43.0
476,,376493000,is there a,Is there a yield sign in the picture?,,,text,사진에 양보 표지판이 있나요?,243.0,,,,,243.0,44.0
477,,367468003,is the,Is the cat picking out shoes to wear?,,,text,고양이가 신을 신발을 고르고 있나요?,244.0,,,,,244.0,45.0
478,,502630003,is the,"Is the animal in the foreground one of the ""big 5"" game animals?",,,text,"전경에 있는 동물이 ""빅 5"" 게임 동물 중 하나입니까?",245.0,,,,,245.0,46.0
479,,116068011,is the,Is the water calm?,,,text,물이 잔잔한가요?,246.0,,,,,246.0,47.0
480,,323375001,is this a,Is this a scene in Africa?,,,text,아프리카의 한 장면인가요?,247.0,,,,,247.0,48.0
481,,183338005,are these,Are these people playing for fun?,,,text,이 사람들은 재미로 놀고 있나요?,248.0,,,,,248.0,49.0
482,,383209003,is the,Is the cat going to fall off the TV?,,,text,고양이가 TV에서 떨어질까요?,250.0,,,,,250.0,51.0
483,,443450003,is the,Is the plane far away?,,,text,비행기가 멀리 있나요?,251.0,,,,,251.0,52.0
484,,331856019,is this,Is this man tired of playing?,,,text,이 남자는 노는 데 지쳤나요?,252.0,,,,,252.0,53.0
485,,530313001,is,Is a woman playing with her hair?,,,text,여자가 머리를 가지고 놀고 있나요?,253.0,,,,,253.0,54.0
486,,434867004,is this a,Is this a normal color for a train?,,,text,이것이 기차의 일반적인 색상인가요?,255.0,,,,,255.0,56.0
487,,435208011,does this,Does this room have warm lighting?,,,text,이 방에 따뜻한 조명이 있나요?,256.0,,,,,256.0,57.0
488,,325568007,are,Are you behind a net?,,,text,그물 뒤에 있나요?,258.0,,,,,258.0,59.0
489,,42541003,is the,Is the sun out?,,,text,해가 떴나요?,259.0,,,,,259.0,60.0
490,,399284000,what color is the,What color is the water?,,,text,물은 어떤 색인가요?,262.0,,,,,262.0,63.0
491,,465715003,is the,Is the water clear?,,,text,물이 맑나요?,263.0,,,,,263.0,64.0
492,,73199001,are,Are all the men wearing the same color shirts?,,,text,모든 남자들이 같은 색 셔츠를 입고 있나요?,264.0,,,,,264.0,65.0
493,,244111000,is this,Is this designed to be co-located with another electronic device?,,,text,이것은 다른 전자 기기와 함께 배치되도록 설계되었나요?,266.0,,,,,266.0,67.0
494,,361321003,can you,Can you use a credit card here?,,,text,여기서 신용카드를 사용할 수 있나요?,267.0,,,,,267.0,68.0
495,,205352003,are the,Are the people on the boat seen easily?,,,text,보트에 타고 있는 사람들이 쉽게 보이나요?,268.0,,,,,268.0,69.0
496,,196484002,is the,Is the photographer as high as the giraffe?,,,text,사진작가가 기린만큼 높나요?,269.0,,,,,269.0,70.0
